iso2c,iso3c,year,electricity_access,alternative_energy,electricity_consumption,energy_imports,energy_intensity,energy_use,fossil_fuel_consumption,fuel_exports,energy_unit_use_gdp,energy_investment_private,ores_metal_exports,renewable_electricity_output,renewable_energy_consumption,time_electricity,resources_rents,electricity_access_ru,electricity_access_ur
ZI,AFW,2012,44.1679733535959,0.855089130244457,185.515814213575,-85.6644762283699,,624.240457631954,23.053942417727,59.7643284142691,7.02596709106262,,1.63862344787496,36.0379350990554,79.0179811946618,138.666666666667,17.1426006235624,19.822073572939,78.6990973259095
ZI,AFW,2013,47.0483161636866,0.814806401540957,181.128874738517,-76.4861600565048,,622.117525274381,23.0816348889008,60.6226921392247,7.31252467284229,,3.13969977362875,35.1638636501873,77.4459369295955,129.110909090909,13.2976168312353,23.2940777859074,78.8486136952441
ZI,AFW,2014,47.5993227916858,0.83419708268076,186.199009684307,-78.2114380864684,,611.437410013059,23.4712780253622,59.9221843118625,7.68429836541256,,3.40427696263216,34.5661459313632,76.1904119354012,124.610909090909,11.4723331106617,22.5498249303203,79.52923504769
ZI,AFW,2015,46.7662943639277,,,,,,,54.4855485243945,,,2.8677163799403,31.2335314124894,76.752856699044,122.156363636364,6.48294995041646,22.7805919695114,78.2478757011491
ZI,AFW,2016,50.9534866843105,,,,,,,54.6907320374927,,,2.44985093466208,,,121.565454545455,6.43464072704049,27.3802199490347,81.5715174202803
ZI,AFW,2017,48.8611912179155,,,,,,,60.3943837581881,,,1.97427206218994,,,120.701818181818,9.46926844989557,,
ZI,AFW,2018,51.2597116422012,,,,,,,64.1276052922476,,,2.04555166889313,,,117.742272727273,11.0572056040929,,
ZI,AFW,2019,51.2901929896648,,,,,,,61.9511300934727,,,2.24966797021966,,,115.4,9.5218199510195,,
ZI,AFW,2020,52.1116010037919,,,,,,,,,3970860000,,,,,7.39526005767309,25.4667951085453,83.220064935553
AL,ALB,2000,100,19.6776985819479,1449.64741324695,45.0024091494141,4.13,580.494764208924,58.7150980055366,1.85161317101105,10.1509796663407,,3.7179233054858,96.1490163248221,41.36,,1.09800142159309,100,100
AL,ALB,2001,100,18.2950697995059,1351.23079642883,51.6887842055878,3.89,597.265252650749,60.9558278415635,1.44835925490073,10.784906379107,,2.91299499497097,95.3083109919571,39.04,,0.75603268323358,100,100
AL,ALB,2002,100,17.9367848951218,1578.16591882688,53.0441009170166,4.1,660.04798411018,63.233130384996,2.00964296137502,10.232423901373,8e+06,3.43255983968605,93.9539860888176,35.82,,0.760866014544969,100,100
AL,ALB,2003,100,18.7811504312036,1469.26453867857,49.0146346811438,3.8,648.168387059418,64.5283712223687,1.02973846823218,11.0372639085348,,4.09518729937779,97.8565705128205,33.67,,0.733223813051952,100,100
AL,ALB,2004,100,20.6821147015307,1797.52548696885,46.0038161805316,3.96,715.414483080102,65.5782732614305,2.62772601236456,10.5954506703867,,5.55303918360657,97.5026757046022,35.84,,0.770895916899024,100,100
AL,ALB,2005,100,20.332063632114,1722.07284972507,47.7661709472783,3.75,719.584378082987,66.4866805505628,8.62320052650774,11.1732453125286,,24.1407825764506,98.713944515892,36.77,,1.01851273263872,100,100
