FREQ,REF_AREA,COMMODITY,TRANSACTION,UNIT_MEASURE,obsTime,obsValue,UNIT_MULT,OBS_STATUS
A,012,EC,13342,MW,2005,390,0,A
A,012,EC,13342,MW,2006,298,0,E
A,012,EC,13342,MW,2007,298,0,E
A,012,EC,13342,MW,2008,298,0,E
A,012,EC,13342,MW,2009,298,0,E
A,012,EC,13342,MW,2010,298,0,E
A,012,EC,13342,MW,2011,2052,0,A
A,012,EC,13342,MW,2012,3252,0,A
A,012,EC,13342,MW,2013,4314,0,A
A,012,EC,13342,MW,2014,4314,0,A
A,012,EC,13342,MW,2015,4314,0,A
A,012,EC,13342,MW,2016,4314,0,A
A,012,EC,13342,MW,2017,4314,0,A
A,012,EC,13342,MW,2018,6079,0,A
A,012,EC,13342,MW,2019,6567,0,E
A,016,EC,13341,MW,2000,50,0,E
A,016,EC,13341,MW,2001,58,0,A
A,016,EC,13341,MW,2002,58,0,E
A,016,EC,13341,MW,2003,58,0,E
A,016,EC,13341,MW,2004,60,0,E
A,016,EC,13341,MW,2005,45,0,E
A,016,EC,13341,MW,2006,45,0,E
A,016,EC,13341,MW,2007,45,0,A
A,016,EC,13341,MW,2008,45,0,A
A,016,EC,13341,MW,2009,49,0,A
A,016,EC,13341,MW,2010,44.8,0,A
A,016,EC,13341,MW,2011,40.5,0,A
A,016,EC,13341,MW,2012,40.5,0,E
A,016,EC,13341,MW,2013,40.5,0,E
A,016,EC,13341,MW,2014,40.5,0,A
A,016,EC,13341,MW,2015,41.584,0,A
A,016,EC,13341,MW,2016,42.174,0,A
A,016,EC,13341,MW,2017,41.824,0,A
A,016,EC,13341,MW,2018,42,0,A
A,016,EC,13341,MW,2019,42,0,A
A,016,EC,13PV1,MW,2010,0,0,A
A,016,EC,13PV1,MW,2011,0,0,A
A,016,EC,13PV1,MW,2012,1,0,A
A,016,EC,13PV1,MW,2013,1,0,E
A,020,EC,13321,MW,2000,30,0,A
A,020,EC,13321,MW,2001,30,0,A
A,020,EC,13321,MW,2002,30,0,A
A,020,EC,13321,MW,2003,30,0,A
A,020,EC,13321,MW,2004,30,0,A
A,020,EC,13321,MW,2005,30,0,A
A,020,EC,13321,MW,2006,30,0,A
A,020,EC,13321,MW,2007,30,0,A
A,020,EC,13321,MW,2008,46,0,A
A,020,EC,13321,MW,2009,46,0,A
A,020,EC,13321,MW,2010,46,0,A
A,020,EC,13321,MW,2011,46,0,A
A,020,EC,13321,MW,2012,46,0,A
A,020,EC,13321,MW,2013,46,0,A
A,020,EC,13321,MW,2014,46,0,A
A,020,EC,13321,MW,2015,46,0,A
A,020,EC,13321,MW,2016,46,0,A
A,020,EC,13321,MW,2017,46,0,A
A,020,EC,13321,MW,2018,46,0,A
A,020,EC,13321,MW,2019,46,0,A
A,020,EC,13321,MW,2020,46,0,E
A,020,EC,13341,MW,2003,0,0,E
A,020,EC,13341,MW,2004,1,0,E
A,020,EC,13341,MW,2005,1,0,E
A,020,EC,13341,MW,2006,5,0,A
A,020,EC,13341,MW,2007,5,0,A
A,020,EC,13341,MW,2008,5,0,A
A,020,EC,13341,MW,2009,5,0,A
A,020,EC,13341,MW,2010,5,0,A
A,020,EC,13341,MW,2011,5,0,A
A,020,EC,13341,MW,2012,5,0,A
A,020,EC,13341,MW,2013,5,0,A
A,020,EC,13341,MW,2014,5,0,A
A,020,EC,13341,MW,2015,5,0,A
A,020,EC,13341,MW,2016,5,0,A
A,020,EC,13341,MW,2017,5,0,A
A,020,EC,13341,MW,2018,5,0,A
A,020,EC,13341,MW,2019,5,0,A
A,020,EC,13341,MW,2020,5,0,E
A,024,EC,13321,MW,2000,390,0,E
A,024,EC,13321,MW,2001,390,0,E
A,024,EC,13321,MW,2002,390,0,E
A,024,EC,13321,MW,2003,390,0,E
A,024,EC,13321,MW,2004,498,0,A
A,024,EC,13321,MW,2005,498,0,A
A,024,EC,13321,MW,2006,498,0,A
A,024,EC,13321,MW,2007,498,0,A
A,024,EC,13321,MW,2008,498,0,A
A,024,EC,13321,MW,2009,498,0,A
A,024,EC,13321,MW,2010,782,0,A
A,024,EC,13321,MW,2011,760,0,A
A,024,EC,13321,MW,2012,760,0,A
A,024,EC,13321,MW,2013,760,0,E
A,024,EC,13321,MW,2014,1300,0,E
A,024,EC,13321,MW,2015,1442,0,E
A,024,EC,13321,MW,2016,1589,0,E
A,024,EC,13321,MW,2017,2342,0,E
A,024,EC,13321,MW,2018,2699,0,A
A,024,EC,13321,MW,2019,2699,0,A
A,024,EC,13341,MW,2000,80,0,E
A,024,EC,13341,MW,2001,80,0,E
A,024,EC,13341,MW,2002,80,0,E
A,024,EC,13341,MW,2003,80,0,E
A,024,EC,13341,MW,2004,96,0,A
A,024,EC,13341,MW,2005,302.6,0,A
A,024,EC,13341,MW,2006,315.2,0,A
A,024,EC,13341,MW,2007,527,0,E
A,024,EC,13341,MW,2008,527,0,E
A,024,EC,13341,MW,2009,527,0,E
A,024,EC,13341,MW,2010,527,0,E
A,024,EC,13341,MW,2011,640,0,E
A,024,EC,13341,MW,2012,640,0,E
A,024,EC,13341,MW,2013,640,0,E
A,024,EC,13341,MW,2014,640,0,E
A,024,EC,13341,MW,2015,907,0,E
A,024,EC,13341,MW,2016,1067,0,E
A,024,EC,13341,MW,2017,1817,0,E
A,024,EC,13341,MW,2018,2048,0,E
A,024,EC,13341,MW,2019,3144,0,E
A,024,EC,13342,MW,2000,30,0,E
A,024,EC,13342,MW,2001,30,0,E
A,024,EC,13342,MW,2002,30,0,E
A,024,EC,13342,MW,2003,30,0,E
A,024,EC,13342,MW,2004,30,0,E
A,024,EC,13342,MW,2005,30,0,E
A,024,EC,13342,MW,2006,30,0,E
A,024,EC,13342,MW,2007,130,0,E
A,024,EC,13342,MW,2008,130,0,E
A,024,EC,13342,MW,2009,130,0,E
A,024,EC,13342,MW,2010,130,0,E
A,024,EC,13342,MW,2011,130,0,E
A,024,EC,13342,MW,2012,130,0,E
A,024,EC,13342,MW,2013,130,0,E
A,024,EC,13342,MW,2014,130,0,E
A,024,EC,13342,MW,2015,184,0,E
A,024,EC,13342,MW,2016,217,0,E
A,024,EC,13342,MW,2017,250,0,E
A,024,EC,13342,MW,2018,250,0,E
A,024,EC,13342,MW,2019,300,0,E
A,028,EC,13341,MW,2000,26,0,A
A,028,EC,13341,MW,2001,31,0,E
A,028,EC,13341,MW,2002,36,0,E
A,028,EC,13341,MW,2003,36,0,E
A,028,EC,13341,MW,2004,54,0,E
A,028,EC,13341,MW,2005,54,0,E
A,028,EC,13341,MW,2006,54,0,E
A,028,EC,13341,MW,2007,54,0,E
A,028,EC,13341,MW,2008,54,0,E
A,028,EC,13341,MW,2009,54,0,A
A,028,EC,13341,MW,2010,54,0,A
A,028,EC,13341,MW,2011,83,0,A
A,028,EC,13341,MW,2012,83,0,A
A,028,EC,13341,MW,2013,110,0,E
A,028,EC,13341,MW,2014,110,0,E
A,028,EC,13341,MW,2015,110,0,E
A,028,EC,13341,MW,2016,110,0,E
A,028,EC,13341,MW,2017,112.2,0,E
A,028,EC,13341,MW,2018,81,0,A
A,028,EC,13341,MW,2019,108,0,E
A,028,EC,13342,MW,2000,1,0,A
A,028,EC,13342,MW,2001,1,0,A
A,028,EC,13342,MW,2002,1,0,A
A,028,EC,13342,MW,2003,1,0,A
A,028,EC,13342,MW,2004,1,0,A
A,028,EC,13342,MW,2005,1,0,A
A,028,EC,13342,MW,2006,1,0,A
A,028,EC,13342,MW,2007,1,0,A
A,028,EC,13342,MW,2008,1,0,A
A,028,EC,13342,MW,2009,1,0,A
A,028,EC,13342,MW,2010,1,0,A
A,028,EC,13342,MW,2011,1,0,E
A,028,EC,13342,MW,2012,1,0,E
A,028,EC,13342,MW,2013,1,0,E
A,028,EC,13342,MW,2014,1,0,E
A,028,EC,13342,MW,2015,1,0,E
A,028,EC,13342,MW,2016,1,0,E
A,028,EC,13342,MW,2017,1,0,E
A,028,EC,13342,MW,2018,1,0,E
A,028,EC,13342,MW,2019,1,0,E
A,031,EC,13321,MW,2000,922,0,A
A,031,EC,13321,MW,2001,933,0,A
A,031,EC,13321,MW,2002,934,0,A
A,031,EC,13321,MW,2003,970,0,A
A,031,EC,13321,MW,2004,970,0,A
A,031,EC,13321,MW,2005,970,0,A
A,031,EC,13321,MW,2006,1025,0,A
A,031,EC,13321,MW,2007,1025,0,A
A,031,EC,13321,MW,2008,1025,0,A
A,031,EC,13321,MW,2009,987,0,A
A,031,EC,13321,MW,2010,995,0,A
A,031,EC,13321,MW,2011,998,0,A
A,031,EC,13321,MW,2012,1023,0,A
A,031,EC,13321,MW,2013,1082.5,0,A
A,031,EC,13321,MW,2014,1077.9,0,A
A,031,EC,13321,MW,2015,1103.4,0,A
A,031,EC,13321,MW,2016,1105,0,A
A,031,EC,13321,MW,2017,1106.4,0,A
A,031,EC,13321,MW,2018,1130.8,0,A
A,031,EC,13321,MW,2019,1144.8,0,A
A,031,EC,13341,MW,2000,3790,0,A
A,031,EC,13341,MW,2001,4028,0,A
A,031,EC,13341,MW,2002,4149,0,A
A,031,EC,13341,MW,2003,4503,0,A
A,031,EC,13341,MW,2004,4495,0,A
A,031,EC,13341,MW,2005,3987,0,A
A,031,EC,13341,MW,2006,4399,0,A
A,031,EC,13341,MW,2007,4603,0,A
A,031,EC,13341,MW,2008,4673,0,A
A,031,EC,13341,MW,2009,5301,0,A
A,031,EC,13341,MW,2010,5301,0,A
A,031,EC,13341,MW,2011,5252,0,A
A,031,EC,13341,MW,2012,5271,0,A
A,031,EC,13341,MW,2013,6028,0,A
A,031,EC,13341,MW,2014,6028,0,A
A,031,EC,13341,MW,2015,6029,0,A
A,031,EC,13341,MW,2016,6029,0,A
A,031,EC,13341,MW,2017,6029,0,A
A,031,EC,13341,MW,2018,5745.5,0,A
A,031,EC,13341,MW,2019,5547.5,0,A
A,031,EC,13342,MW,2000,200,0,E
A,031,EC,13342,MW,2001,200,0,A
A,031,EC,13342,MW,2002,200,0,A
A,031,EC,13342,MW,2003,200,0,A
A,031,EC,13342,MW,2004,200,0,A
A,031,EC,13342,MW,2005,200,0,A
A,031,EC,13342,MW,2006,200,0,A
A,031,EC,13342,MW,2007,100,0,A
A,031,EC,13342,MW,2008,100,0,A
A,031,EC,13342,MW,2009,100,0,A
A,031,EC,13342,MW,2010,100,0,A
A,031,EC,13342,MW,2011,100,0,A
A,031,EC,13342,MW,2012,200,0,E
A,031,EC,13342,MW,2013,239.1,0,A
A,031,EC,13342,MW,2014,242,0,A
A,031,EC,13342,MW,2015,661.8,0,A
A,031,EC,13342,MW,2016,735.8,0,A
A,031,EC,13342,MW,2017,762,0,A
A,031,EC,13342,MW,2018,851.7,0,A
A,031,EC,13342,MW,2019,847.8,0,A
A,031,EC,13PV1,MW,2010,0,0,A
A,031,EC,13PV1,MW,2011,0,0,A
A,031,EC,13PV1,MW,2012,0,0,A
A,031,EC,13PV1,MW,2013,2,0,A
A,032,EC,13321,MW,2000,9581,0,A
A,032,EC,13321,MW,2001,9612,0,A
A,032,EC,13321,MW,2002,9762,0,A
A,032,EC,13321,MW,2003,9780,0,A
A,032,EC,13321,MW,2004,9831,0,A
A,032,EC,13321,MW,2005,9831,0,A
A,032,EC,13321,MW,2006,9831,0,A
A,032,EC,13321,MW,2007,9945,0,A
A,032,EC,13321,MW,2008,9991,0,A
A,032,EC,13321,MW,2009,10024,0,A
A,032,EC,13321,MW,2010,10025,0,A
A,032,EC,13321,MW,2011,10025,0,A
A,032,EC,13321,MW,2012,10032.5,0,A
A,032,EC,13321,MW,2013,10054,0,A
A,032,EC,13321,MW,2014,10054,0,A
A,032,EC,13321,MW,2015,10043,0,A
A,032,EC,13321,MW,2016,10107,0,A
A,032,EC,13321,MW,2017,11242,0,A
A,032,EC,13321,MW,2018,11288,0,A
A,032,EC,13321,MW,2019,11310,0,A
A,032,EC,13322,MW,2000,21,0,A
A,032,EC,13322,MW,2001,21,0,A
A,032,EC,13322,MW,2002,21,0,A
A,032,EC,13322,MW,2003,21,0,A
A,032,EC,13322,MW,2004,21,0,A
A,032,EC,13322,MW,2005,21,0,A
A,032,EC,13322,MW,2006,21,0,A
A,032,EC,13322,MW,2007,21,0,A
A,032,EC,13322,MW,2008,20,0,A
A,032,EC,13322,MW,2009,20,0,A
A,032,EC,13322,MW,2010,20,0,A
A,032,EC,13322,MW,2011,20,0,A
A,032,EC,13322,MW,2012,20,0,A
A,032,EC,13322,MW,2013,20,0,A
A,032,EC,13322,MW,2014,20,0,A
A,032,EC,13322,MW,2015,20,0,A
A,032,EC,13322,MW,2016,20,0,A
A,032,EC,13322,MW,2017,20,0,A
A,032,EC,13322,MW,2018,20,0,A
A,032,EC,13322,MW,2019,20,0,A
A,032,EC,13341,MW,2000,13595,0,A
A,032,EC,13341,MW,2001,14667,0,A
A,032,EC,13341,MW,2002,14691,0,A
A,032,EC,13341,MW,2003,14854,0,A
A,032,EC,13341,MW,2004,14810,0,A
A,032,EC,13341,MW,2005,14810,0,A
A,032,EC,13341,MW,2006,14810,0,A
A,032,EC,13341,MW,2007,14790,0,A
A,032,EC,13341,MW,2008,16317,0,A
A,032,EC,13341,MW,2009,17260,0,A
A,032,EC,13341,MW,2010,17939,0,A
A,032,EC,13341,MW,2011,18759,0,A
A,032,EC,13341,MW,2012,19814.6,0,A
A,032,EC,13341,MW,2013,24228,0,A
A,032,EC,13341,MW,2014,20659,0,A
A,032,EC,13341,MW,2015,21917,0,A
A,032,EC,13341,MW,2016,21722,0,A
A,032,EC,13341,MW,2017,22918,0,A
A,032,EC,13341,MW,2018,24530,0,A
A,032,EC,13341,MW,2019,24545,0,A
A,032,EC,13342,MW,2000,2119,0,A
A,032,EC,13342,MW,2001,2215,0,A
A,032,EC,13342,MW,2002,2326,0,A
A,032,EC,13342,MW,2003,2364,0,A
A,032,EC,13342,MW,2004,2478,0,A
A,032,EC,13342,MW,2005,2478,0,A
A,032,EC,13342,MW,2006,2478,0,A
A,032,EC,13342,MW,2007,3336,0,A
A,032,EC,13342,MW,2008,3609,0,A
A,032,EC,13342,MW,2009,3775,0,A
A,032,EC,13342,MW,2010,3844,0,A
A,032,EC,13342,MW,2011,3901,0,A
A,032,EC,13342,MW,2012,3992.4,0,A
A,032,EC,13342,MW,2013,4041,0,A
A,032,EC,13342,MW,2014,3992,0,A
A,032,EC,13342,MW,2015,3624,0,A
A,032,EC,13342,MW,2016,3592,0,A
A,032,EC,13342,MW,2017,3592,0,A
A,032,EC,13342,MW,2018,3592,0,A
A,032,EC,13342,MW,2019,3592,0,A
A,036,EC,13321,MW,2000,8271,0,A
A,036,EC,13321,MW,2001,8271,0,A
A,036,EC,13321,MW,2002,8271,0,A
A,036,EC,13321,MW,2003,8271,0,A
A,036,EC,13321,MW,2004,8271,0,A
A,036,EC,13321,MW,2005,8271,0,A
A,036,EC,13321,MW,2006,8271,0,A
A,036,EC,13321,MW,2007,8271,0,A
A,036,EC,13321,MW,2008,8271,0,A
A,036,EC,13321,MW,2009,8271,0,A
A,036,EC,13321,MW,2010,8271,0,A
A,036,EC,13321,MW,2011,8271,0,A
A,036,EC,13321,MW,2012,8271,0,A
A,036,EC,13321,MW,2013,8271,0,A
A,036,EC,13321,MW,2014,8271,0,A
A,036,EC,13321,MW,2015,8271,0,A
A,036,EC,13321,MW,2016,8271,0,A
A,036,EC,13321,MW,2017,8271,0,A
A,036,EC,13321,MW,2018,8523,0,A
A,036,EC,13321,MW,2019,8523,0,A
A,036,EC,13341,MW,2000,33599,0,A
A,036,EC,13341,MW,2001,35139,0,A
A,036,EC,13341,MW,2002,37388,0,A
A,036,EC,13341,MW,2003,37402,0,A
A,036,EC,13341,MW,2004,37396,0,A
A,036,EC,13341,MW,2005,37355,0,A
A,036,EC,13341,MW,2006,37350,0,A
A,036,EC,13341,MW,2007,39600,0,A
A,036,EC,13341,MW,2008,40647,0,A
A,036,EC,13341,MW,2009,42661,0,A
A,036,EC,13341,MW,2010,45089,0,A
A,036,EC,13341,MW,2011,45571,0,A
A,036,EC,13341,MW,2012,46211,0,A
A,036,EC,13341,MW,2013,45261,0,A
A,036,EC,13341,MW,2014,45806,0,A
A,036,EC,13341,MW,2015,44762,0,A
A,036,EC,13341,MW,2016,42994,0,A
A,036,EC,13341,MW,2017,41436,0,A
A,036,EC,13341,MW,2018,41254,0,A
A,036,EC,13341,MW,2019,40334,0,A
A,036,EC,13342,MW,2000,3346,0,A
A,036,EC,13342,MW,2001,2558,0,A
A,036,EC,13342,MW,2002,2940,0,A
A,036,EC,13342,MW,2003,4081,0,A
A,036,EC,13342,MW,2004,4155,0,A
A,036,EC,13342,MW,2005,3460,0,A
A,036,EC,13342,MW,2006,3888,0,A
A,036,EC,13342,MW,2007,3948,0,A
A,036,EC,13342,MW,2008,3622,0,A
A,036,EC,13342,MW,2009,3967,0,A
A,036,EC,13342,MW,2010,4482,0,A
A,036,EC,13342,MW,2011,4473,0,A
A,036,EC,13342,MW,2012,4166,0,A
A,036,EC,13342,MW,2013,4910,0,A
A,036,EC,13342,MW,2014,4898,0,A
A,036,EC,13342,MW,2015,5221,0,A
A,036,EC,13342,MW,2016,4863,0,A
A,036,EC,13342,MW,2017,4758,0,A
A,036,EC,13342,MW,2018,5057,0,A
A,036,EC,13342,MW,2019,5422,0,A
A,036,EC,13PV2,MW,2007,70,0,A
A,036,EC,13PV2,MW,2008,82,0,A
A,036,EC,13PV2,MW,2009,105,0,A
A,036,EC,13PV2,MW,2010,399,0,A
A,036,EC,13PV2,MW,2011,1394,0,A
A,036,EC,13PV2,MW,2012,2432,0,A
A,036,EC,13PV2,MW,2013,3255,0,A
A,040,EC,13321,MW,2000,11055,0,A
A,040,EC,13321,MW,2001,11028,0,A
A,040,EC,13321,MW,2002,10965,0,A
A,040,EC,13321,MW,2003,11004,0,A
A,040,EC,13321,MW,2004,11040,0,A
A,040,EC,13321,MW,2005,11259,0,A
A,040,EC,13321,MW,2006,11283,0,A
A,040,EC,13321,MW,2007,11445,0,A
A,040,EC,13321,MW,2008,11898,0,A
A,040,EC,13321,MW,2009,12082,0,A
A,040,EC,13321,MW,2010,12347,0,A
A,040,EC,13321,MW,2011,12642,0,A
A,040,EC,13321,MW,2012,12774,0,A
A,040,EC,13321,MW,2013,12848,0,A
A,040,EC,13321,MW,2014,12997,0,A
A,040,EC,13321,MW,2015,13113,0,A
A,040,EC,13321,MW,2016,13571,0,A
A,040,EC,13321,MW,2017,13718,0,A
A,040,EC,13321,MW,2018,14088,0,A
A,040,EC,13321,MW,2019,14162,0,A
A,040,EC,13322,MW,2000,558,0,A
A,040,EC,13322,MW,2001,612,0,A
A,040,EC,13322,MW,2002,539,0,A
A,040,EC,13322,MW,2003,541,0,A
A,040,EC,13322,MW,2004,538,0,A
A,040,EC,13322,MW,2005,540,0,A
A,040,EC,13322,MW,2006,542,0,A
A,040,EC,13322,MW,2007,543,0,A
A,040,EC,13322,MW,2008,543,0,A
A,040,EC,13322,MW,2009,549,0,A
A,040,EC,13322,MW,2010,548,0,A
A,040,EC,13322,MW,2011,535,0,A
A,040,EC,13322,MW,2012,535,0,A
A,040,EC,13322,MW,2013,535,0,A
